claim_id,title,description,url,publication_date,keywords,post_type
182,False Claims About Kavanaugh’s Mom and Foreclosure,Christine Blasey Ford accusing Brett Kavanaugh of sexual assault as retribution for her parents’ foreclosure case in the 1990s,https://www.factcheck.org/2018/09/false-claims-about-kavanaughs-mom-and-foreclosure/,2018-09-20 00:00:00,"Kavanaugh mother retribution parents, Ford parents Kavanaugh retribution, Kavanaugh retribution parents foreclosure",FALSE
183,Molinaro makes claims about Cuomo's MTA record,"Says Gov. Andrew Cuomo is ""stealing money from the MTA and sending it upstate for projects that have nothing to do with transit.""",https://www.politifact.com/new-york/statements/2018/sep/21/marcus-molinaro/molinaro-makes-claims-about-cuomos-mta-record/,2018-09-14 00:00:00,"Cuomo stealing money MTA, Cuomo steal money MTA",FALSE
184,"No, Christine Blasey Ford's brother isn't linked to Fusion GPS, Russia investigation","""Kavanaugh accuser’s brother’s firm linked to Fusion GPS.""",https://www.politifact.com/facebook-fact-checks/statements/2018/sep/21/blog-posting/no-christine-blasey-fords-brother-isnt-linked-russ/,2018-09-21 00:00:00,"Ford brother Fusion GPS, Kavanaugh brother Fusion GPS",FALSE
185,Does This Video Show a DragonAir 737 Caught in a Typhoon?,A video purportedly showing an airplane being spun around by typhoon-force winds is actually a computer animation.,https://www.snopes.com/fact-check/dragonair-737-typhoon/,2018-09-17 00:00:00,DragonAir 737 typhoon,FALSE
186,Does This Photograph Show ‘Brittany L’ After Killing a Leopard?,"A photograph shows a woman named ""Brittany L"" on a hunting expedition, holding a recently-killed leopard.",https://www.snopes.com/fact-check/brittany-l-leopard/,2018-09-17 00:00:00,Brittany killed leopard,TRUE
187,Did Ted Cruz’s Campaign Send Fundraising Mailers That Resemble Legal Summonses?,Sen. Ted Cruz's campaign has sent fundraising letters with an envelope made up to resemble a legal summons.,https://www.snopes.com/fact-check/ted-cruz-summons-mailings/,2018-09-17 00:00:00,Cruz fundraising letters summons,TRUE
188,Is This a Photograph of an Elephant Carrying a Lion Cub?,A photograph shows an elephant carrying a lion cub.,https://www.snopes.com/fact-check/elephant-carrying-lion-cub/,2018-09-18 00:00:00,"elephant carrying lion cub, elephant carry lion cub",FALSE
189,Does This Photograph Show a Stretch of I-40 in North Carolina Underwater?,Does This Photograph Show a Stretch of I-40 in North Carolina Underwater?,https://www.snopes.com/fact-check/i40-north-carolina-underwater/,2018-09-18 00:00:00,"40 North Carolina Underwater, interstate North Carolina Underwater",TRUE
190,Does This Video Show School Lemonade Spiked with Laxatives?,A video shows the aftermath of a school prank in which a student spiked lemonade with laxatives.,https://www.snopes.com/fact-check/school-lemonade-laxatives/,2018-09-19 00:00:00,school lemonade laxatives,FALSE
191,Publix $75 Coupon Scam,Publix is giving away $75 grocery coupons to Facebook users.,https://www.snopes.com/fact-check/publix-coupon-scam/,2018-09-19 00:00:00,Publix $75 coupon,scam
192,Is Performing Pelvic Exams on Unconscious Women Without Informed Consent Legal?,"In 46 states, doctors and medical students are legally allowed to practice pelvic exams on patients who are under anesthesia without being granted explicit consent to do so.",https://www.snopes.com/fact-check/pelvic-exams-informed-consent/,2018-09-21 00:00:00,pelvic exams without consent,TRUE
193,Baseless Claim Tells of Gorsuch Accusation,"Christine Blasey Ford, who has accused Brett Kavanaugh of sexual assault, make similar allegations against Supreme Court Justice Gorsuch",https://www.factcheck.org/2018/09/baseless-claim-tells-of-gorsuch-accusation/,2018-09-24 00:00:00,"Ford Kavanaugh Gorsuch same, Kavanaugh accuser Gorsuch same",FALSE
194,Quote from Dianne Feinstein about veterans and guns is fabricated,"Says that Dianne Feinstein said that ""all vets are mentally ill in some way and government should prevent them from owning firearms.""",https://www.politifact.com/facebook-fact-checks/statements/2018/sep/24/blog-posting/quote-dianne-feinstein-about-veterans-and-guns-fab/,2018-09-24 00:00:00,"vets mentally ill firearms, vets mentally ill gun",FALSE
195,Donald Trump says NAFTA killed millions of jobs. That's not proven,"Under the North American Free Trade Agreement, ""we lost millions of jobs.""",https://www.politifact.com/truth-o-meter/statements/2018/sep/24/donald-trump/did-nafta-kill-millions-jobs-donald-trump/,2018-09-24 00:00:00,"NAFTA killed millions jobs, nafta lost millions jobs",FALSE
196,"No, Brett Kavanaugh accuser Christine Blasey Ford isn't linked to abortion pill","Bloggers say Brett ""Kavanaugh accuser Christine Blasey exposed for ties to Big Pharma abortion pill maker… effort to derail Kavanaugh is plot to protect abortion industry profits.""",https://www.politifact.com/truth-o-meter/statements/2018/sep/25/blog-posting/no-christine-blasey-ford-isnt-linked-abortion-pill/,2018-09-21 00:00:00,"Ford abortion pill, Ford big pharma, Ford company abortion drug, Ford abortion drug manufacturer, Ford abortion drug firm",FALSE
197,Gov. Rick Scott's Pants on Fire statement that Sen. Bill Nelson is a socialist,Scott Says Sen. Bill Nelson is a socialist.,https://www.politifact.com/florida/statements/2018/sep/27/rick-scott/gov-rick-scotts-ridiculous-statement-sen-bill-nels/,2018-09-19 00:00:00,scott Bill Nelson socialist,FALSE
198,"No, Christine Blasey Ford not pictured with Hillary Clinton, George Soros","Bloggers Say Christine Blasey Ford and her lawyer were photographed with George Soros, Hillary Clinton.",https://www.politifact.com/facebook-fact-checks/statements/2018/sep/26/blog-posting/christine-blasey-ford-hillary-clinton-george-soros/,2018-09-26 00:00:00,"Ford Clinton Soros pictured, Ford Clinton Soros photo, Ford Clinton Soros picture, Photograph ford soros,",FALSE
199,Is This a Photograph of Christine Blasey Ford Partying?,"A photograph of a topless, drinking woman pictures a young Christine Blasey Ford.",https://www.snopes.com/fact-check/blasey-online-photos/,2018-09-23 00:00:00,"photograph Ford Partying, photograph Ford drinking, photo Ford partying drunk",FALSE
200,Did a Woman Sue Samsung After Her Cellphone Got Stuck in Her Vagina?,A woman filed a lawsuit against Samsung after her cellphone became stuck in her vagina.,https://www.snopes.com/fact-check/samsung-cellphone-stuck/,2018-09-24 00:00:00,Woman Samsung vagina,FALSE
201,Did Christine Blasey Ford Make a Sexual Assault Accusation Against Neil Gorsuch?,Dr. Christine Blasey Ford made a sexual assault accusation against Justice Neil Gorsuch during his Supreme Court nomination process.,https://www.snopes.com/fact-check/christine-blasey-ford-neil-gorsuch/,2018-09-24 00:00:00,"Ford accusation Gorsuch, Ford sexual assault Gorsuch, Ford allegation Gorsuch, Ford accuse Gorsuch",FALSE
202,Did Alex Smith Die at Age 26 Because He Couldn’t Afford Insulin?,A 26-year-old man named Alex Smith of Minneapolis died because he had aged out of his mother's health insurance and couldn't afford insulin.,https://www.snopes.com/fact-check/alex-smith-died-couldnt-afford-insulin/,2018-09-24 00:00:00,"Smith Die 26 insulin, Smith Died 26 insulin, Smith passed 26 insulin",TRUE
203,Did Paul Gosar’s Siblings Appear in a Political Ad Endorsing His Opponent?,"Six of Arizona Rep. Paul Gosar's siblings appeared in a political commercial endorsing his opponent, David Brill.",https://www.snopes.com/fact-check/paul-gosars-siblings/,2018-09-24 00:00:00,Gosar siblings opponent,TRUE
204,Does This Photograph Show a Nude Man Walking the Runway with a Group of Young Girls?,A photograph shows a nude man walking the runway with a group of young girls.,https://www.snopes.com/fact-check/man-walking-runway-girls/,2018-09-25 00:00:00,nude runway young girls,FALSE
205,Are 99% of Rape Allegations “Absolutely Fabricated”?,About 99% of rape allegations are fabricated.,https://www.snopes.com/fact-check/rape-allegations-fabricated/,2018-09-25 00:00:00,99% rape allegations fabricated,FALSE
206,Did President Trump Say ‘I Met with the President of the Virgin Islands?’,"President Trump said ""I met with the president of the Virgin Islands,"" a U.S. territory of which Trump is the chief of state.",https://www.snopes.com/fact-check/trump-president-virgin-islands/,2018-09-25 00:00:00,Trump president Virgin Islands,TRUE
207,Did Amazon Pay No Federal Income Taxes in 2017?,Amazon paid zero dollars in federal income tax in 2017.,https://www.snopes.com/fact-check/amazon-federal-taxes-2017/,2018-09-26 00:00:00,"Amazon no tax 2017, Amazon 0 tax 2017, Amazon zero tax 2017, Amazon federal tax 2017",TRUE
208,"Does Kavanaugh Accuser Deborah Ramirez Have ""Ties to George Soros'""?","Does Kavanaugh Accuser Deborah Ramirez Have ""Ties to George Soros'""?",https://www.snopes.com/fact-check/kavanaugh-accuser-soros-ties/,2018-09-26 00:00:00,"Ramirez ties soros, second Kavanaugh Accuser soros, Kavanaugh ramirez Accuser soros",FALSE
209,Is This a Photograph of Christine Blasey Ford’s Lawyer with Hillary Clinton?,"A photograph shows Christine Blasey Ford's lawyer, Debra Katz ,walking out of a house with Hillary Clinton.",https://www.snopes.com/fact-check/ford-lawyer-hillary-clinton/,2018-09-26 00:00:00,"Ford Lawyer Clinton photo, Ford Lawyer Clinton photograph, Ford Lawyer Clinton picture, Debra Katz Clinton picture, Debra Katz Clinton photo, Debra Katz Clinton photograph, Debra Katz Clinton pic, Ford Lawyer Clinton pic",FALSE
210,Phony Schumer Sex Scandal Rebooted,Did Sen. Chuck Schumer have an affair with a 16-year-old girl?,https://www.factcheck.org/2018/09/phony-schumer-sex-scandal-rebooted/,2018-09-27 00:00:00,"Schumer affair 16 girl, Schumer affair 16 cheerleader",FALSE
211,"No, Christine Blasey Ford’s letter wasn’t written by someone else","bloggers Say ""Christine Blasey Ford’s letter to Sen. Dianne Feinstein revealed to be a total FAKE… contains 14 glaring errors that could only be committed by a poorly educated writer.""",https://www.politifact.com/facebook-fact-checks/statements/2018/sep/28/blog-posting/no-christine-blasey-fords-letter-wasnt-written-som/,2018-09-25 00:00:00,"Ford letter Feinstei fake, Ford letter Feinstei fabricated, Ford letter Feinstei forged",FALSE
212,Did a Woman Accuse Country Music Star George Strait of Stalking and Sexual Harassment?,A woman accused musician George Strait of stalking and sexually harassing her when they were in grade school.,https://www.snopes.com/fact-check/george-strait-sexual-harassment/,2018-09-27 00:00:00,"Strait Stalking Sexual Harassment, George Strait sexual",FALSE
213,Did Bill Clinton Say ‘Allegations of Sexual Misconduct Should Disqualify a Man from Public Office?’,"Bill Clinton said that ""allegations of sexual misconduct should disqualify a man from public office.""",https://www.snopes.com/fact-check/bill-clinton-allegations-disqualify/,2018-09-27 00:00:00,clinton sexual disqualify office,FALSE
214,"Lady Gaga NOT Wearing ‘$1M Engagement Ring,’ Despite Report","Lady Gaga did not wear a $1 million engagement ring to the London premiere of A Star Is Born, despite an inaccurate report. The singer certainly rocked a flashy piece of jewelry at the event, but she and boyfriend Christian Carino aren’t engaged.",https://www.gossipcop.com/lady-gaga-engagement-ring-pink-diamond-one-million-dollars/,2018-09-28 00:00:00,"Gaga $1M Engagement Ring, Gaga million Engagement Ring",FALSE
215,"Justin Timberlake, Jessica Biel “Divorce” Story Still Wrong One Year After Claim","Justin Timberlake and Jessica Biel did not get a “$300 Million Divorce,” or any divorce for that matter, despite a magazine cover story that was published one year ago today.",https://www.gossipcop.com/justin-timberlake-jessica-biel-divorce-wrong-claim/,2018-09-27 00:00:00,Timberlake Biel Divorce,FALSE
216,Cristiano Ronaldo Denies Rape Accusations on Social Media,The 33-year-old Ronaldo has been accused of rape by Kathryn Mayorga. She has said the soccer great raped her in Las Vegas in 2009.,email from Elad,2018-10-03 00:00:00,"rape accusation Ronaldo, rape accuse Ronaldo, rape allegation Ronaldo",Unproven
217,False Tale of Vandalism at Kavanaugh Home,"Through a viral image and story, tens of thousands of social media users have helped spread a false account about vandalism at the home of Supreme Court nominee Brett Kavanaugh.",https://www.factcheck.org/2018/10/false-tale-of-vandalism-at-kavanaugh-home/,2018-10-02 00:00:00,"Kavanaugh HOME VANDALIZED, Kavanaugh HOME VANDAL, Kavanaugh house VANDALIZED, Kavanaugh house VANDAL",FALSE
218,"No, Christine Blasey Ford didn't say she used a cell phone after alleged attack","""Christine Blasey Ford claims that she called a friend on her cell phone after the ‘attack’ in or around 1982.""",https://www.politifact.com/facebook-fact-checks/statements/2018/oct/02/top-stories-usa/no-christine-blasey-ford-didnt-say-she-used-cell-p/,2018-09-29 00:00:00,"ford called friend attack, ford called attack 1982",FALSE
219,Republican candidate claims Kerry is working on behalf of terrorist organizations,"John Kerry is ""now working on the behalf of foreign terrorist governments.""",https://www.politifact.com/north-carolina/statements/2018/oct/02/rickey-padgett/republican-candidate-claims-kerry-working-behalf-t/,2018-09-15 00:00:00,Kerry terrorist organization,FALSE
220,"No, Michelle Obama isn't running for office in 2020",Says a photo shows Barack Obama holding a Michelle Obama 2020 t-shirt.,https://www.politifact.com/facebook-fact-checks/statements/2018/oct/03/viral-image/no-michelle-obama-isnt-running-office-2020/,2018-09-29 00:00:00,"Michelle Obama 2020, Michelle Obama running president",FALSE
221,Is This a Photograph of Donald Trump with Tupac Shakur?,A photograph captures Donald Trump hanging out with musician Tupac Shakur.,https://www.snopes.com/fact-check/donald-trump-tupac-photo/,2018-10-01 00:00:00,Trump Tupac Shakur,FALSE
222,Trump Repeatedly Wrong on Ford’s Testimony,"Speaking to supporters in Mississippi, President Donald Trump made a series of false statements about Christine Blasey Ford’s sworn testimony about an alleged sexual assault.",https://www.factcheck.org/2018/10/trump-repeatedly-wrong-on-fords-testimony/,2018-10-04 00:00:00,trump ford one beer,FALSE
223,Matt Damon Not Moving to Avoid Trump,"Back in March, a rumor circulated that Matt Damon was moving to Australia, allegedly to escape the politics and policies of President Donald Trump. Damon’s supposed relocation was reported by the New York Post’s “Page Six” celebrity gossip column, which cited an unnamed “top Hollywood source.”",https://www.factcheck.org/2018/10/matt-damon-not-moving-to-avoid-trump/,2018-10-04 00:00:00,"Damon family Australia Trump, Damon moving Trump",FALSE
224,A Misleading $17 Million Hush Money Claim,"Is it factual that $17,000,000 dollars of taxpayer money has been used for hush money for sexual allegations toward elected officials in Washington?",https://www.factcheck.org/2018/10/a-misleading-17-million-hush-money-claim/,2018-10-05 00:00:00,"17 million sexual harassment, $17m sexual harassment, 17m sexual settlement, 17 million sexual settlement",FALSE
225,"Walmart raised wages, gave bonuses as Ann Wagner claimed","""Since passage of the Tax Cuts and Jobs Act, Walmart 'increased their starting wage to $11/hr & has given about $400 million in bonuses.'""",https://www.politifact.com/missouri/statements/2018/oct/05/ann-wagner/walmart-raised-wages-gave-bonuses-ann-wagner-claim/,2018-10-05 00:00:00,"Walmart increase wage 11, Walmart raised wages, Walmart raised salaries",TRUE
226,Did Brett Kavanaugh Rule That Employers Can Accept Polygraph Tests as ‘Gospel’?,A 2016 appeal for which Kavanaugh wrote the decision has no bearing on the use of polygraph tests by employers.,https://www.snopes.com/fact-check/brett-kavanaugh-employers-polygraph/,2018-10-02 00:00:00,Kavanaugh polygraphs gospel employers,FALSE
227,Is Christine Blasey Ford ‘Deeply Tied’ to the Central Intelligence Agency?,Conspiracy theorists outdid themselves in attempting to create connections between the CIA and Brett Kavanaugh's principal accuser.,https://www.snopes.com/fact-check/christine-blasey-ford-cia/,2018-10-02 00:00:00,"Ford cia plot, Ford linked cia, Ford ties cia, Ford connected cia, Ford connection cia, Ford link cia, Ford related cia, Kavanaugh Accuser cia plot, Kavanaugh Accuser linked cia, Kavanaugh Accuser connected cia, Kavanaugh Accuser connection cia, Kavanaugh Accuser link cia, Kavanaugh Accuser related cia",FALSE
228,Have 260 Out of 535 Members of Congress Settled Sexual Assault Charges?,A popular Facebook message claiming that 260 members of congress had settled sexual assault charges seriously misread the data.,https://www.snopes.com/fact-check/congress-sexual-assault-charges/,2018-10-03 00:00:00,"260 congress sexual charges, 260 congress assault charges",FALSE
229,Is Rep. Maxine Waters Facing Ethics Violations Charges?,Rep. Maxine Waters is facing ethics violations charges for improperly setting up a meeting between officials from the Treasury and OneUnited bank.,https://www.snopes.com/fact-check/maxine-waters-ethics-charges/,2018-10-04 00:00:00,Waters Ethics Violations Charges,FALSE
230,Did President Trump Board Air Force One with Paper Stuck to His Shoe?,"While boarding Air Force One in Minneapolis, Minnesota, on 4 October 2018, President Donald Trump had paper stuck to his shoe.",https://www.snopes.com/fact-check/trump-paper-shoe/,2018-10-05 00:00:00,"Trump One paper shoe, Trump board paper shoe, Trump plane paper shoe",TRUE
231,Was a GoFundMe Page Established for Brett Kavanaugh?,A GoFundMe page was established to collect donations for embattled Supreme Court nominee Brett Kavanaugh.,https://www.snopes.com/fact-check/brett-kavanaugh-gofundme-page/,2018-10-05 00:00:00,GoFundMe page Kavanaugh,TRUE
232,Do Presidential Alerts Give the Government Total Access to Your Phone?,"“Presidential alerts” are capable of accessing the E911 chip in your phones, which provides the government full access to your location, microphone, camera and every function of your phone.",https://www.snopes.com/fact-check/presidential-alerts-control-phones/,2018-10-05 00:00:00,"Presidential Alerts access phone, Presidential Alerts access E911",FALSE
233,Did Hyatt Hotels Ban Conservatives from Their Properties?,The Hyatt hotel chain stated they will no longer host conservative guests or gatherings.,https://www.snopes.com/fact-check/hyatt-hotels-conservatives/,2018-10-05 00:00:00,"Hyatt ban conservative, Hyatt no conservative, Hyatt ban conservatives",FALSE
234,Was Maya Angelou Sexually Assaulted as a Child?,"Maya Angelou was raped when she was a child, and after the man responsible was found dead, she refused to speak for nearly 5 years.",https://www.snopes.com/fact-check/maya-angelou-assaulted-chlid/,2018-10-05 00:00:00,"Maya Angelou raped child, Maya Angelou assaulted child, Maya Angelou assault child, Maya Angelou rape child, Maya Angelou rape childhood, Maya Angelou raped childhood, Maya Angelou assaulted childhood, Maya Angelou assault childhood",TRUE
235,Doctored Image Takes Aim at Stacey Abrams,"A doctored image of Stacey Abrams shows the Democratic candidate for governor in Georgia holding a sign that labels herself a “Communist” and includes the hashtag “#MuslimBrotherhood.” Abrams is seen standing next to political activist Linda Sarsour, who wears a hijab.",https://www.factcheck.org/2018/10/doctored-image-takes-aim-at-stacey-abrams/,2018-10-08 00:00:00,Muslim Brotherhood Abrams,FALSE
236,‘Got Another Friend Request from You’ Facebook Warning,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/,2018-10-08 00:00:00,"Facebook Warning friend request, Facebook another friend request, Facebook second friend request",FALSE
237,Bogus Booker Quote Lifted from Satirical Story,The satirical Christian website the Babylon Bee poked fun at Senate Democrats in a June story about lawmakers’ supposed resistance to something they felt possessed undue influence over conservative judges: the Constitution.,https://www.factcheck.org/2018/10/bogus-booker-quote-lifted-from-satirical-story/,2018-10-10 00:00:00,"Booker sick tired Constitution, Booker sick Constitution manipulating",FALSE
238,Did This Protest Sign Suggest the Mass Killing of White People in Order to End White Supremacy?,"A photograph shows a woman holding a protest sign which reads ""Ending White Supremacy Starts with Killing All White People.""",https://www.snopes.com/fact-check/protest-sign-end-white-supremacy/,2018-10-09 00:00:00,"Ending White Supremacy Killing,",FALSE
239,Did Lindsey Graham Say Republicans Would Get ‘Destroyed’ If They Nominated Donald Trump?,"Senator Lindsey Graham once said that Republicans would ""get destroyed"" if they nominated Donald Trump as their presidential candidate.",https://www.snopes.com/fact-check/lindsey-graham-nominate-trump/,2018-10-09 00:00:00,"Graham Republicans Destroyed Trump, Graham Destroyed nominate Trump",TRUE
240,Did a School Employee Tweet ‘Who’s Gonna Take One for the Team and Kill Kavanaugh?’,"A Minnesota education worker asked on Twitter whether someone would ""take one for the team"" by killing a newly-confirmed Supreme Court justice.",https://www.snopes.com/fact-check/take-team-kavanaugh/,2018-10-09 00:00:00,"School Employee kill Kavanaugh, educator tweet kill Kavanaugh, paraprofessional tweet kill Kavanaugh",TRUE
241,Did a Virginia School Leave a Transgender Student Unprotected During a Shooting Drill?,Instructors at a Virginia middle school did not allow a transgender student to take shelter during a drill simulating how to hide from a school shooter.,https://www.snopes.com/fact-check/transgender-student-unprotected-drill/,2018-10-10 00:00:00,"Virginia school transgender drill, Virginia school transgender unprotected, school transgender shooting drill, school transgender shelter",TRUE
242,Was Taylor Swift ‘Busted’ on a Date with Colin Kaepernick?,"Taylor Swift was photographed in the company of former NFL quarterback and ""take a knee"" protester Colin Kaepernick at a San Francisco nightclub.",https://www.snopes.com/fact-check/taylor-swift-colin-kaepernick/,2018-10-10 00:00:00,Swift Busted Date Kaepernick,FALSE
243,Is Mylan CEO Heather Bresch the Daughter of W.V. Democratic Senator Joe Manchin?,Heather Bresch is the daughter of West Virgnia Democrat Joe Manchin.,https://www.snopes.com/fact-check/bresch-manchin-daughter/,2018-10-10 00:00:00,Bresch daughter Manchin,TRUE
244,"Justin Theroux, Laura Harrier NOT Dating, Despite Reports","Justin Theroux, Laura Harrier NOT Dating, Despite Reports",https://www.gossipcop.com/justin-theroux-laura-harrier-not-dating/,2018-10-10 00:00:00,Theroux Harrier Dating,FALSE
245,"Brad Pitt NOT Dating Jewelry Designer Sat Hari Khalsa, Despite Reports","Brad Pitt is not dating jewelry designer and holistic healer Sat Hari Khalsa, despite inaccurate reports spreading online.",https://www.gossipcop.com/brad-pitt-not-dating-sat-hari-khalsa/,2018-10-04 00:00:00,Pitt Dating Khalsa,FALSE
246,"Brad Pitt, Jennifer Aniston NOT Expecting ""Miracle Baby,"" Despite Report","Brad Pitt and Jennifer Aniston are not expecting a ""miracle baby,"" despite a ridiculous tabloid cover story.",https://www.gossipcop.com/brad-pitt-jennifer-aniston-miracle-baby-not-true/,2018-10-03 00:00:00,Pitt Aniston Baby,FALSE
247,"Kanye West NOT Banned From ‘SNL’ After Appearance, Despite Report","Kanye West is not banned from “SNL” following his appearance on the series premiere last weekend, despite a new report. Gossip Cop can exclusively correct the claim.",https://www.gossipcop.com/kanye-west-snl-banned-saturday-night-live-not-true/,2018-10-02 00:00:00,Kanye West Banned SNL,FALSE
248,Hoax Warning Message – ‘National Kill A Pit Bull Day’,Warning message that circulates via social media claims that October 31 (Halloween Night) has been designated as “National Kill a Pit Bull Day” and warns dog owners to lock up their animals because people have been instructed to go out and kill as many pit bulls and other dog breeds as possible before midnight on the designated day.,https://www.hoax-slayer.net/hoax-warning-message-national-kill-a-pit-bull-day/,2018-10-07 00:00:00,"Kill Pit Bull Day, halloween Kill Pit Bull",FALSE
249,Fake-News — ‘Police Officer Sexually Assaulted by Kangaroo’,"According to a post that circulates via social media, an Australian police officer has been brutally beaten and sexually assaulted by a kangaroo.",https://www.hoax-slayer.net/fake-news-police-officer-sexually-assaulted-by-kangaroo/,2018-10-02 00:00:00,"Officer Sexually Assaulted Kangaroo, police Officer Assaulted Kangaroo",FALSE
250,Taking Pelosi Out of Context,Did Nancy Pelosi describe how the Democrats use a tactic called the “wrap-up smear” to attack political opponents?,https://www.factcheck.org/2018/10/taking-pelosi-out-of-context/,2018-10-12 00:00:00,Pelosi Democrats tactic smear,FALSE
251,"Republican Party of Florida Says Andrew Gillum is running ""from the FBI.""",A Republican ad portrays Tallahassee Mayor Andrew Gillum as a man on the run from law enforcement amid an FBI corruption probe in his city.,https://www.politifact.com/florida/statements/2018/oct/12/republican-party-florida/no-evidence-andrew-gillum-running-fbi/,2018-10-12 00:00:00,"Gillum running from FBI, Gillum run from FBI",FALSE
252,Is Senator Susan Collins’ Husband a ‘Lobbyist for Russian Interests’?,"Thomas Daffron, Sen. Susan Collins' husband, is ""a lobbyist for a firm that has numerous connections to Russia and Russian oligarchs.""",https://www.snopes.com/fact-check/susan-collins-husband-russia/,2018-10-11 00:00:00,"Collins husband lobbyist Russia, Collins husband lobbyist Russian, Collins husband lobby Russian, Collins husband lobby Russia",FALSE
253,"Did a Craigslist Ad Solicit Paid Attendees to Donald Trump’s Rally in Erie, Pennsylvania?","An October 2018 Craigslist ad solicited paid attendees to President Trump's rally in Erie, Pennsylvania.",https://www.snopes.com/fact-check/craigslist-ad-linestanders-trump-rally/,2018-10-13 00:00:00,"Craigslist ad Trump Erie, Craigslist paid attendees Trump",FALSE
254,Did a ‘Pro-Choice Activist’ Set a World Record by Getting Her 27th Abortion?,"A California ""pro-choice activist"" set a world record by going through her 27th abortion.",https://www.snopes.com/fact-check/pro-choice-27th-abortion/,2018-10-11 00:00:00,"world record 27th abortion, california activist 27th abortion",FALSE
255,Machine Gun Kelly Death Hoax,Rumors swirled on Twitter that Rapper Machine Gun Kelly (MGK) had died from a ‘ligma overdose.’,https://www.snopes.com/fact-check/machine-gun-kelly-death-hoax/,2018-10-15 00:00:00,"mgk died overdose, mgk dead overdose, mgk die overdose, mgk ligma overdose, Machine Gun Kelly Death, Machine Gun Kelly Die, MachineGunKelly ligma overdose, Machine Gun Kelly overdose",FALSE
256,Did Joe Biden Say Vladimir Putin Wants to ‘Destroy the New World Order’?,"The former American VP opined that the Russian president seeks to undermine NATO and the EU, not 'destroy the New World Order.'",https://www.snopes.com/fact-check/putin-destroy-the-new-world-order/,2018-10-15 00:00:00,Biden Putin destroy order,FALSE
257,Did Trump Offer $1 Million If Elizabeth Warren Could Show Native American Heritage?,"The president denied making the offer, but video from a July 2018 speech seemingly demonstrates otherwise.",https://www.snopes.com/fact-check/trump-warren-million-offer-dna/,2018-10-15 00:00:00,"trump offer warren million, trump promise warren million, trump warren million pay, trump warren million donate",TRUE
258,Did Cardinal George Pell Say Abortion Was Worse Than Sexual Abuse of Children?,The head of the Vatican's Secretariat for the Economy has declined to backtrack on his controversial July 2002 statement.,https://www.snopes.com/fact-check/cardinal-pell-abortion-abuse/,2018-10-15 00:00:00,Pell Abortion Worse Sexual,TRUE
259,Has North Dakota Law Made It Harder for Native Americans to Vote?,Critics of a series of voter ID restrictions have provided ample evidence that the laws would disproportionately affect Native Americans.,https://www.snopes.com/fact-check/north-dakota-native-american-voters/,2018-10-15 00:00:00,"dakota native hard vote, dakota law hard native",TRUE
260,"Beyonce, Jay Z Money Problems?","Beyonce and Jay-Z do not — nor did they — have money problems, despite an inaccurate report published exactly one year ago today.",https://www.gossipcop.com/beyonce-jay-z-money-problems/,2018-10-15 00:00:00,beyonce jay money problems,FALSE
261,"Blake Shelton NOT Pushing Gwen Stefani To Make Joint Album, Despite Report","Blake Shelton is not pushing Gwen Stefani to make a joint album, despite a made-up report.",https://www.gossipcop.com/blake-shelton-gwen-stefani-joint-album/,2018-10-15 00:00:00,Shelton Stefani Joint Album,FALSE
262,Is Michael Bubl? ‘Retiring’ from Making Music?,"The Canadian singer-songwriter disclaimed a report quoting him as saying he would ""leave at the very top.""",https://www.snopes.com/fact-check/michael-buble-retiring/,2018-10-16 00:00:00,"Bubl? retiring, Bubl? retire, Bubl? leave, Bubl? leaving, Bubl? quitting, Bubl? quit, Bubl? final album",FALSE
263,Can Voters Ask for Provisional Ballots If They Are Turned Away at Polls?,The vast majority of voters are entitled by federal law to demand a provisional ballot if they encounter problems at the ballot box.,https://www.snopes.com/fact-check/asking-for-provisional-ballots/,2018-10-17 00:00:00,"provisional ballot away poll, provisional ballot away voter",TRUE
264,School Shootings in Christian Texas vs. Non-Christian Japan,"A viral tweet, offered in response to remarks made by the Republican candidate in a Texas senatorial debate, gets the facts right.",https://www.snopes.com/fact-check/school-shootings-christianity-texas-japan/,2018-10-16 00:00:00,school shooting Japan Texas,TRUE
265,Is Barron Trump a Chess Grandmaster?,"Barron Trump was once photographed with a chess set, but that doesn't make him a Grandmaster.",https://www.snopes.com/fact-check/barron-trump-chess/,2018-10-17 00:00:00,Barron Trump Chess Grandmaster,FALSE
266,"Pope Francis Shocks World, Endorses Donald Trump for President",Pope Francis endorsed Donald Trump for president.,https://www.snopes.com/fact-check/pope-francis-donald-trump-endorsement/,2016-07-10 00:00:00,"Pope Francis endorse Donald Trump, Pope endorse Trump, Francis endorse Donald",FALSE
267,Did Donald Trump Transport Stranded Troops on His Own Airplane?,Donald Trump personally sent out an airplane to bring home U.S. military members stranded in Florida.,https://www.snopes.com/fact-check/donald-trumps-marine-airlift/,2016-10-22 00:00:00,"trump help stranded troops, trump stranded troops, trump stranded marines",FALSE
